dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size_bytes,size,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi,nemar_citation_count
ds003518,110,137,1,,,,0.0,42423396129,39.5 GB,openneuro,EEG: Simon Conflict w/ Reinforcement + Cabergoline Challenge,eeg,"[{""val"": 64, ""count"": 137}]","[{""val"": 500.0, ""count"": 137}]",CC0,10.18112/openneuro.ds003518.v1.1.0,0.0
ds003519,27,54,1,,,,0.0,9623063888,9.0 GB,openneuro,EEG: Visual Working Memory + Cabergoline Challenge,eeg,"[{""val"": 64, ""count"": 54}]","[{""val"": 500.0, ""count"": 54}]",CC0,10.18112/openneuro.ds003519.v1.1.0,3.0
ds003522,96,200,1,,,,0.0,27224783220,25.4 GB,openneuro,EEG: Three-Stim Auditory Oddball and Rest in Acute and Chronic TBI,eeg,"[{""val"": 65, ""count"": 192}, {""val"": 64, ""count"": 8}]","[{""val"": 500.0, ""count"": 200}]",CC0,10.18112/openneuro.ds003522.v1.1.0,5.0
ds003523,91,221,1,,,,0.0,40304005269,37.5 GB,openneuro,EEG: Visual Working Memory in Acute TBI,eeg,"[{""val"": 65, ""count"": 216}, {""val"": 64, ""count"": 5}]","[{""val"": 500.0, ""count"": 221}]",CC0,10.18112/openneuro.ds003523.v1.1.0,3.0
ds003555,30,30,1,,,,0.0,16177352613,15.1 GB,openneuro,Dataset of EEG recordings of pediatric patients with epilepsy based on the 10-20 system,eeg,"[{""val"": 23, ""count"": 27}, {""val"": 24, ""count"": 3}]","[{""val"": 1024.0, ""count"": 30}]",CC0,10.18112/openneuro.ds003555.v1.0.1,8.0
ds003568,51,118,2,Visual,Affect,Healthy,0.0,132520000612,123.4 GB,openneuro,Mood induction in MDD and healthy adolescents,meg,"[{""val"": 340, ""count"": 48}, {""val"": 339, ""count"": 29}, {""val"": 335, ""count"": 11}, {""val"": 336, ""count"": 6}, {""val"": 342, ""count"": 5}, {""val"": 343, ""count"": 5}, {""val"": 309, ""count"": 3}, {""val"": 338, ""count"": 3}, {""val"": 312, ""count"": 3}, {""val"": 305, ""count"": 2}, {""val"": 348, ""count"": 1}, {""val"": 310, ""count"": 1}, {""val"": 313, ""count"": 1}]","[{""val"": 1200.0, ""count"": 118}]",CC0,10.18112/openneuro.ds003568.v1.0.2,4.0
ds003570,40,40,1,,,,0.0,51133422324,47.6 GB,openneuro,EEG: Improvisation and Musical Structures,eeg,"[{""val"": 64, ""count"": 40}]","[{""val"": 2048.0, ""count"": 40}]",CC0,10.18112/openneuro.ds003570.v1.0.0,1.0
ds003574,18,18,1,,,,0.0,19277929546,18.0 GB,openneuro,Reward biases spontaneous neural reactivation during sleep,eeg,"[{""val"": 69, ""count"": 18}]","[{""val"": 500.0, ""count"": 18}]",CC0,10.18112/openneuro.ds003574.v1.0.2,1.0
ds003602,118,699,6,,,,0.0,78609742101,73.2 GB,openneuro,Childhood Sexual Abuse and problem drinking in women: Neurobehavioral mechanisms,eeg,"[{""val"": 35, ""count"": 699}]","[{""val"": 1000.0, ""count"": 699}]",CC0,10.18112/openneuro.ds003602.v1.0.0,0.0
ds003620,44,100,1,Auditory,Attention,Healthy,0.0,18299512036,17.0 GB,openneuro,Runabout: A mobile EEG study of auditory oddball processing in laboratory and real-world conditions,eeg,"[{""val"": 35, ""count"": 100}]","[{""val"": 500.0, ""count"": 100}]",CC0,doi:10.18112/openneuro.ds003620.v1.1.1,4.0
ds003626,10,30,1,,,,0.0,19624686464,18.3 GB,openneuro,Inner Speech,eeg,[],[],CC0,10.18112/openneuro.ds003626.v2.0.0,6.0
ds003633,12,96,2,Multisensory,Perception,Healthy,0.0,78926559646,73.5 GB,openneuro,ForrestGump-MEG,meg,"[{""val"": 409, ""count"": 89}, {""val"": 378, ""count"": 7}]","[{""val"": 600.0, ""count"": 89}, {""val"": 1200.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds003633.v1.0.3,1.0
ds003638,57,57,1,,,,0.0,16397669261,15.3 GB,openneuro,"EEG: Electrophysiological biomarkers of behavioral dimensions 
from cross-species paradigms",eeg,"[{""val"": 72, ""count"": 57}]","[{""val"": 512.0, ""count"": 57}]",CC0,10.18112/openneuro.ds003638.v1.0.0,1.0
ds003645,19,224,2,,,,0.0,114157254734,106.3 GB,openneuro,Face processing MEEG dataset with HED annotation,"eeg, meg","[{""val"": 404, ""count"": 120}, {""val"": 394, ""count"": 96}]","[{""val"": 1100.0, ""count"": 216}]",CC0,doi:10.18112/openneuro.ds003645.v2.0.2,3.0
ds003655,156,156,1,,,,0.0,21756907235,20.3 GB,openneuro,VerbalWorkingMemory,eeg,"[{""val"": 21, ""count"": 156}]","[{""val"": 500.0, ""count"": 156}]",CC0,10.18112/openneuro.ds003655.v1.0.0,4.0
ds003670,25,62,1,,,,0.0,77549594582,72.2 GB,openneuro,"Dataset of Concurrent EEG, ECG, and Behavior with Multiple Doses of transcranial Electrical Stimulation - BIDS",eeg,"[{""val"": 35, ""count"": 62}]","[{""val"": 2000.0, ""count"": 62}]",CC0,10.18112/openneuro.ds003670.v1.1.0,6.0
ds003682,28,336,1,Unknown,Learning,Healthy,0.0,227225155192,211.6 GB,openneuro,Model-based aversive learning in humans is supported by preferential task state reactivation,meg,"[{""val"": 414, ""count"": 336}]","[{""val"": 1200.0, ""count"": 336}]",CC0,10.18112/openneuro.ds003682.v1.0.0,1.0
ds003688,51,107,2,Multisensory,Perception,Epilepsy,0.0,16334721863,15.2 GB,openneuro,Open multimodal iEEG-fMRI dataset from naturalistic stimulation with a short audiovisual film,ieeg,"[{""val"": 74, ""count"": 6}, {""val"": 109, ""count"": 5}, {""val"": 62, ""count"": 5}, {""val"": 125, ""count"": 4}, {""val"": 85, ""count"": 4}, {""val"": 107, ""count"": 4}, {""val"": 88, ""count"": 4}, {""val"": 72, ""count"": 4}, {""val"": 67, ""count"": 3}, {""val"": 95, ""count"": 3}, {""val"": 115, ""count"": 3}, {""val"": 71, ""count"": 3}, {""val"": 111, ""count"": 3}, {""val"": 81, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 76, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 102, ""count"": 2}, {""val"": 87, ""count"": 2}, {""val"": 126, ""count"": 2}, {""val"": 80, ""count"": 2}, {""val"": 75, ""count"": 2}, {""val"": 86, ""count"": 2}, {""val"": 122, ""count"": 2}, {""val"": 116, ""count"": 2}, {""val"": 121, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 100, ""count"": 2}, {""val"": 54, ""count"": 2}, {""val"": 177, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 128, ""count"": 2}, {""val"": 89, ""count"": 2}, {""val"": 113, ""count"": 2}, {""val"": 110, ""count"": 2}, {""val"": 60, ""count"": 2}, {""val"": 97, ""count"": 1}, {""val"": 69, ""count"": 1}, {""val"": 65, ""count"": 1}, {""val"": 94, ""count"": 1}, {""val"": 91, ""count"": 1}, {""val"": 92, ""count"": 1}]","[{""val"": 512.0, ""count"": 71}, {""val"": 2048.0, ""count"": 32}, {""val"": 2000.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds003688.v1.0.7,9.0
ds003690,75,375,3,,,,0.0,23043388712,21.5 GB,openneuro,"EEG, ECG and pupil data from young and older adults: rest and auditory cued reaction time tasks",eeg,"[{""val"": 66, ""count"": 365}, {""val"": 64, ""count"": 10}]","[{""val"": 500.0, ""count"": 375}]",CC0,10.18112/openneuro.ds003690.v1.0.0,5.0
ds003694,28,132,1,Unknown,Unknown,Unknown,0.0,234581975924,218.5 GB,openneuro,MEGMEM,meg,"[{""val"": 327, ""count"": 109}, {""val"": 319, ""count"": 19}, {""val"": 336, ""count"": 4}]","[{""val"": 1000.0, ""count"": 132}]",CC0,10.18112/openneuro.ds003694.v1.0.0,1.0
ds003702,47,47,1,,,,0.0,18784103504,17.5 GB,openneuro,Social Memory cuing,eeg,"[{""val"": 59, ""count"": 47}]","[{""val"": 500.0, ""count"": 47}]",CC0,10.18112/openneuro.ds003702.v1.0.1,3.0
ds003703,34,102,2,Unknown,Unknown,Unknown,0.0,99158117602,92.3 GB,openneuro,Frequency Tagging of Syntactic Structure or Lexical Properties,meg,"[{""val"": 314, ""count"": 102}]","[{""val"": 1000.0, ""count"": 102}]",CC0,10.18112/openneuro.ds003703.v1.0.0,1.0
ds003708,1,1,1,Other,Clinical/Intervention,Unknown,0.0,650274380,620.1 MB,openneuro,Basis profile curve identification to understand electrical stimulation effects in human brain networks,ieeg,"[{""val"": 89, ""count"": 1}]","[{""val"": 2048.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003708.v1.0.0,1.0
ds003710,13,48,1,,,,0.0,10934705875,10.2 GB,openneuro,APPLESEED Example Dataset,eeg,"[{""val"": 32, ""count"": 48}]","[{""val"": 5000.0, ""count"": 48}]",CC0,doi:10.18112/openneuro.ds003710.v1.0.2,1.0
ds003739,30,120,4,,,,0.0,11742611120,10.9 GB,openneuro,Perturbed beam-walking task,eeg,"[{""val"": 149, ""count"": 120}]","[{""val"": 256.0, ""count"": 120}]",CC0,10.18112/openneuro.ds003739.v1.0.2,5.0
ds003751,38,38,1,,,,0.0,5057922854,4.7 GB,openneuro,Dataset on Emotion with Naturalistic Stimuli (DENS),eeg,"[{""val"": 131, ""count"": 38}]","[{""val"": 250.0, ""count"": 38}]",CC0,10.18112/openneuro.ds003751.v1.0.2,7.0
ds003753,25,25,1,,,,0.0,4965119239,4.6 GB,openneuro,EEG: Probabilistic Learning with Affective Feedback: Exp #2,eeg,"[{""val"": 66, ""count"": 25}]","[{""val"": 500.0, ""count"": 25}]",CC0,10.18112/openneuro.ds003753.v1.1.0,0.0
ds003766,31,124,4,,,,0.0,76565985366,71.3 GB,openneuro,A resource for assessing dynamic binary choices in the adult brain using EEG and mouse-tracking,eeg,"[{""val"": 129, ""count"": 124}]","[{""val"": 1000.0, ""count"": 124}]",CC0,doi:10.18112/openneuro.ds003766.v2.0.3,1.0
ds003768,33,255,2,,,,0.0,92938507671,86.6 GB,openneuro,Simultaneous EEG and fMRI signals during sleep from humans,eeg,"[{""val"": 32, ""count"": 255}]","[{""val"": 5000.0, ""count"": 255}]",CC0,10.18112/openneuro.ds003768.v1.0.0,21.0
ds003774,20,240,1,Auditory,Affect,Healthy,0.0,10863711359,10.1 GB,openneuro,Music Listening- Genre EEG dataset (MUSIN-G),eeg,"[{""val"": 129, ""count"": 240}]","[{""val"": 1000.0, ""count"": 132}, {""val"": 250.0, ""count"": 108}]",CC0,10.18112/openneuro.ds003774.v1.0.0,8.0
ds003775,111,153,1,Resting State,Resting-state,Healthy,0.0,4815795862,4.5 GB,openneuro,SRM Resting-state EEG,eeg,"[{""val"": 64, ""count"": 153}]","[{""val"": 1024.0, ""count"": 153}]",CC0,doi:10.18112/openneuro.ds003775.v1.2.1,8.0
ds003800,13,24,2,Auditory,Clinical/Intervention,Dementia,0.0,198443567,189.3 MB,openneuro,Auditory Gamma Entrainment,eeg,"[{""val"": 19, ""count"": 24}]","[{""val"": 250.0, ""count"": 24}]",CC0,10.18112/openneuro.ds003800.v1.0.0,4.0
ds003801,20,20,1,,,,0.0,1233075132,1.1 GB,openneuro,Neural Tracking to go,eeg,"[{""val"": 24, ""count"": 20}]","[{""val"": 250.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds003801.v1.0.0,2.0
ds003805,1,1,1,,,,0.0,9223975,8.8 MB,openneuro,Multisensory Gamma Entrainment,eeg,"[{""val"": 19, ""count"": 1}]","[{""val"": 500.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003805.v1.0.0,3.0
ds003810,10,50,1,,,,0.0,72366316,69.0 MB,openneuro,Motor Imagery vs Rest - Low-Cost EEG System,eeg,"[{""val"": 15, ""count"": 50}]","[{""val"": 125.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds003810.v2.0.2,2.0
ds003816,48,1077,8,,,,0.0,57954833842,54.0 GB,openneuro,The Effect of Buddhism Derived Loving Kindness Meditation on Modulating EEG: Long-term and Short-term Effect,eeg,"[{""val"": 128, ""count"": 1077}]","[{""val"": 1000.0, ""count"": 1077}]",CC0,10.18112/openneuro.ds003816.v1.0.1,
ds003822,25,25,1,,,,0.0,6248471793,5.8 GB,openneuro,EEG: Probabilistic Learning with Affective Feedback: Exp #1,eeg,"[{""val"": 66, ""count"": 25}]","[{""val"": 500.0, ""count"": 25}]",CC0,10.18112/openneuro.ds003822.v1.1.0,0.0
ds003825,50,50,1,,,,0.0,44258973478,41.2 GB,openneuro,"Human electroencephalography recordings from 50 subjects for 22,248 images from 1,854 object concepts",eeg,"[{""val"": 63, ""count"": 48}, {""val"": 128, ""count"": 2}]","[{""val"": 1000.0, ""count"": 50}]",CC0,10.18112/openneuro.ds003825.v1.1.0,2.0
ds003838,65,130,2,,,,0.0,107600042705,100.2 GB,openneuro,"EEG, pupillometry, ECG and photoplethysmography, and behavioral data in the digit span task and rest",eeg,"[{""val"": 63, ""count"": 130}]","[{""val"": 1000.0, ""count"": 130}]",CC0,doi:10.18112/openneuro.ds003838.v1.0.6,7.0
ds003844,6,38,1,Resting State,Clinical/Intervention,Epilepsy,0.0,2795794610,2.6 GB,openneuro,Dataset Clinical Epilepsy iEEG to BIDS -RESPect_intraoperative_iEEG,ieeg,"[{""val"": 33, ""count"": 24}, {""val"": 64, ""count"": 9}, {""val"": 32, ""count"": 5}]","[{""val"": 2048.0, ""count"": 33}, {""val"": 256.0, ""count"": 5}]",CC0,10.18112/openneuro.ds003844.v1.0.1,0.0
ds003846,19,50,1,,,,0.0,10480325277,9.8 GB,openneuro,Prediction Error,eeg,"[{""val"": 64, ""count"": 50}]","[{""val"": 500.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds003846.v2.0.2,5.0
ds003848,6,22,6,Other,Clinical/Intervention,Epilepsy,0.0,69773848040,65.0 GB,openneuro,Dataset Clinical Epilepsy iEEG to BIDS - RESPect_longterm_iEEG,ieeg,"[{""val"": 133, ""count"": 18}, {""val"": 68, ""count"": 4}]","[{""val"": 2048.0, ""count"": 21}, {""val"": 512.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003848.v1.0.3,1.0
ds003876,39,54,3,Resting State,Clinical/Intervention,Epilepsy,0.0,5368598177,5.0 GB,openneuro,Epilepsy-iEEG-Interictal-Multicenter-Dataset,ieeg,"[{""val"": 128, ""count"": 10}, {""val"": 129, ""count"": 8}, {""val"": 86, ""count"": 4}, {""val"": 135, ""count"": 4}, {""val"": 98, ""count"": 4}, {""val"": 111, ""count"": 2}, {""val"": 101, ""count"": 2}, {""val"": 47, ""count"": 2}, {""val"": 110, ""count"": 2}, {""val"": 182, ""count"": 1}, {""val"": 118, ""count"": 1}, {""val"": 114, ""count"": 1}, {""val"": 170, ""count"": 1}, {""val"": 168, ""count"": 1}, {""val"": 95, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 121, ""count"": 1}, {""val"": 107, ""count"": 1}, {""val"": 46, ""count"": 1}, {""val"": 186, ""count"": 1}, {""val"": 125, ""count"": 1}, {""val"": 134, ""count"": 1}, {""val"": 193, ""count"": 1}, {""val"": 190, ""count"": 1}, {""val"": 147, ""count"": 1}]","[{""val"": 1000.0, ""count"": 25}, {""val"": 2000.0, ""count"": 7}, {""val"": 999.4121105232217, ""count"": 6}, {""val"": 1024.0, ""count"": 5}, {""val"": 999.9999999999999, ""count"": 4}, {""val"": 499.7071044492829, ""count"": 2}, {""val"": 1024.5997950800408, ""count"": 2}, {""val"": 500.0, ""count"": 2}, {""val"": 512.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds003876.v1.0.2,3.0
ds003885,24,24,1,,,,0.0,49551741596,46.1 GB,openneuro,Capacity for movement is an organisational principle in object representations: EEG data from Experiment 1,eeg,"[{""val"": 128, ""count"": 24}]","[{""val"": 1000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds003885.v1.0.7,2.0
ds003887,24,24,1,,,,0.0,49100681711,45.7 GB,openneuro,Capacity for movement is an organisational principle in object representations: EEG data from Experiment 2,eeg,"[{""val"": 128, ""count"": 24}]","[{""val"": 1000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds003887.v1.2.2,3.0
ds003922,14,164,3,Multisensory,Perception,Healthy,0.0,81285134094,75.7 GB,openneuro,Multisensory Correlation Detector,meg,"[{""val"": 342, ""count"": 128}, {""val"": 323, ""count"": 23}]","[{""val"": 1000.0, ""count"": 151}]",CC0,doi:10.18112/openneuro.ds003922.v1.0.1,1.0
ds003944,82,82,1,,,,0.0,6606397463,6.2 GB,openneuro,EEG: First Episode Psychosis vs. Control Resting Task 1,eeg,"[{""val"": 64, ""count"": 82}]","[{""val"": 1000.0, ""count"": 81}, {""val"": 3000.00030000003, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds003944.v1.0.1,7.0
ds003947,61,61,1,,,,0.0,13466591790,12.5 GB,openneuro,EEG: First Episode Psychosis vs. Control Resting Task 2,eeg,"[{""val"": 64, ""count"": 61}]","[{""val"": 3000.00030000003, ""count"": 54}, {""val"": 1000.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds003947.v1.0.1,8.0
ds003969,98,392,4,,,,0.0,58478045346,54.5 GB,openneuro,Meditation vs thinking task,eeg,"[{""val"": 79, ""count"": 294}, {""val"": 72, ""count"": 98}]","[{""val"": 1024.0, ""count"": 386}, {""val"": 2048.0, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds003969.v1.0.0,7.0
ds003987,23,69,1,,,,0.0,27451677701,25.6 GB,openneuro,EEG: Amphetamine trials 5CCPT and Probabilistic Learning,eeg,"[{""val"": 71, ""count"": 69}]","[{""val"": 500.0930232558139, ""count"": 69}]",CC0,doi:10.18112/openneuro.ds003987.v1.0.0,1.0
ds004000,43,86,2,,,,0.0,24161100490,22.5 GB,openneuro,Fribourg Ultimatum Game in Schizophrenia Study,eeg,"[{""val"": 132, ""count"": 86}]","[{""val"": 2048.0, ""count"": 86}]",CC0,doi:10.18112/openneuro.ds004000.v1.0.0,6.0
ds004010,24,24,1,,,,0.0,24844863656,23.1 GB,openneuro,MAVIS,eeg,"[{""val"": 64, ""count"": 24}]","[{""val"": 1000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds004010.v1.0.0,0.0
ds004011,22,132,1,Visual,Perception,Healthy,0.0,212729784057,198.1 GB,openneuro,The nature of neural object representations during dynamic occlusion,meg,"[{""val"": 309, ""count"": 132}]","[{""val"": 1200.0, ""count"": 132}]",CC0,doi:10.18112/openneuro.ds004011.v1.0.3,1.0
ds004012,30,294,10,Unknown,Unknown,Unknown,0.0,84108428161,78.3 GB,openneuro,BRAR_NQ,meg,"[{""val"": 383, ""count"": 294}]","[{""val"": 1000.0, ""count"": 294}]",CC0,doi:10.18112/openneuro.ds004012.v1.0.0,1.0
ds004015,36,36,1,,,,0.0,6475869232,6.0 GB,openneuro,Attended speaker paradigm (cEEGrid data),eeg,"[{""val"": 18, ""count"": 36}]","[{""val"": 500.0, ""count"": 36}]",CC0,doi:10.18112/openneuro.ds004015.v1.0.2,3.0
ds004017,21,63,0,Visual,Learning,Healthy,0.0,22471485461,20.9 GB,openneuro,Embodied Learning for Literacy EEG,eeg,"[{""val"": 65, ""count"": 63}]","[{""val"": 2048.0, ""count"": 63}]",CC0,doi:10.18112/openneuro.ds004017.v1.0.3,1.0
ds004018,16,32,1,,,,0.0,11334174445,10.6 GB,openneuro,EEG recordings for 200 object images presented in RSVP sequences at 5Hz or 20Hz,eeg,"[{""val"": 63, ""count"": 32}]","[{""val"": 1000.0, ""count"": 32}]",CC0,doi:10.18112/openneuro.ds004018.v2.0.0,0.0
ds004019,62,62,1,Visual,Other,Obese,0.0,18550696170,17.3 GB,openneuro,Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study,eeg,"[{""val"": 128, ""count"": 62}]","[{""val"": 500.0, ""count"": 62}]",CC0,doi:10.18112/openneuro.ds004019.v1.0.0,1.0
ds004022,7,21,1,,,,0.0,646522651,616.6 MB,openneuro,Multimodal EEG and fNIRS Biosignal Acquisition during Motor Imagery Tasks in Patients with Orthopedic Impairment,eeg,"[{""val"": 18, ""count"": 19}, {""val"": 16, ""count"": 2}]","[{""val"": 500.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds004022.v1.0.0,1.0
ds004024,13,497,3,,,,0.0,1096522005938,1021.2 GB,openneuro,"TMS-EEG-MRI-fMRI-DWI data on paired associative stimulation and connectivity (Shirley Ryan AbilityLab, Chicago, IL)",eeg,"[{""val"": 69, ""count"": 497}]","[{""val"": 20000.0, ""count"": 497}]",CC0,doi:10.18112/openneuro.ds004024.v1.0.1,1.0
ds004033,18,36,2,,,,0.0,21270391132,19.8 GB,openneuro,Electrode walking study,eeg,"[{""val"": 67, ""count"": 36}]","[{""val"": 500.0, ""count"": 36}]",CC0,doi:10.18112/openneuro.ds004033.v1.0.0,2.0
ds004040,13,26,1,,,,0.0,12440254661,11.6 GB,openneuro,Trance channeling EEG study,eeg,"[{""val"": 64, ""count"": 26}]","[{""val"": 512.0, ""count"": 26}]",CC0,doi:10.18112/openneuro.ds004040.v1.0.0,1.0
ds004043,20,20,1,,,,0.0,16582819425,15.4 GB,openneuro,The time-course of feature-based attention effects dissociated from temporal expectation and target-related processes,eeg,"[{""val"": 63, ""count"": 20}]","[{""val"": 1000.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004043.v1.1.0,1.0
ds004067,80,84,1,,,,0.0,108218050324,100.8 GB,openneuro,Moral conviction and metacognitive ability shape multiple stages of information processing,eeg,"[{""val"": 63, ""count"": 84}]","[{""val"": 2000.0, ""count"": 84}]",CC0,doi:10.18112/openneuro.ds004067.v1.0.1,1.0
ds004075,29,116,4,Unknown,Unknown,Unknown,0.0,7936059852,7.4 GB,openneuro,what_are_we_talking_about,eeg,"[{""val"": 64, ""count"": 115}]","[{""val"": 1000.0, ""count"": 116}]",CC0,doi:10.18112/openneuro.ds004075.v1.0.0,1.0
ds004078,12,720,1,Auditory,Other,Healthy,0.0,677637752173,631.1 GB,openneuro,A synchronized multimodal neuroimaging dataset to study brain language processing,meg,"[{""val"": 328, ""count"": 720}]","[{""val"": 1000.0, ""count"": 720}]",CC0,doi:10.18112/openneuro.ds004078.v1.0.4,4.0
ds004080,74,117,1,Other,Clinical/Intervention,Epilepsy,0.0,288953106451,269.1 GB,openneuro,CCEP ECoG dataset across age 4-51,ieeg,"[{""val"": 133, ""count"": 70}, {""val"": 68, ""count"": 18}, {""val"": 130, ""count"": 13}, {""val"": 98, ""count"": 4}, {""val"": 131, ""count"": 4}, {""val"": 96, ""count"": 4}, {""val"": 64, ""count"": 2}, {""val"": 94, ""count"": 1}, {""val"": 93, ""count"": 1}]","[{""val"": 2048.0, ""count"": 112}, {""val"": 512.0, ""count"": 5}]",CC0,doi:10.18112/openneuro.ds004080.v1.2.4,2.0
ds004100,57,319,2,Other,Clinical/Intervention,Epilepsy,0.0,14196260504,13.2 GB,openneuro,HUP iEEG Epilepsy Dataset,ieeg,"[{""val"": 122, ""count"": 21}, {""val"": 128, ""count"": 18}, {""val"": 118, ""count"": 17}, {""val"": 172, ""count"": 15}, {""val"": 126, ""count"": 14}, {""val"": 104, ""count"": 13}, {""val"": 82, ""count"": 12}, {""val"": 127, ""count"": 12}, {""val"": 180, ""count"": 12}, {""val"": 96, ""count"": 12}, {""val"": 92, ""count"": 7}, {""val"": 80, ""count"": 7}, {""val"": 190, ""count"": 7}, {""val"": 108, ""count"": 7}, {""val"": 74, ""count"": 7}, {""val"": 121, ""count"": 7}, {""val"": 136, ""count"": 7}, {""val"": 109, ""count"": 7}, {""val"": 117, ""count"": 7}, {""val"": 102, ""count"": 7}, {""val"": 174, ""count"": 7}, {""val"": 149, ""count"": 7}, {""val"": 120, ""count"": 7}, {""val"": 163, ""count"": 6}, {""val"": 98, ""count"": 6}, {""val"": 63, ""count"": 5}, {""val"": 186, ""count"": 5}, {""val"": 162, ""count"": 5}, {""val"": 100, ""count"": 5}, {""val"": 164, ""count"": 5}, {""val"": 88, ""count"": 5}, {""val"": 59, ""count"": 5}, {""val"": 116, ""count"": 5}, {""val"": 52, ""count"": 5}, {""val"": 71, ""count"": 5}, {""val"": 105, ""count"": 4}, {""val"": 90, ""count"": 4}, {""val"": 61, ""count"": 4}, {""val"": 85, ""count"": 3}, {""val"": 94, ""count"": 2}, {""val"": 192, ""count"": 2}, {""val"": 232, ""count"": 1}]","[{""val"": 512.0, ""count"": 165}, {""val"": 1024.0, ""count"": 78}, {""val"": 500.0, ""count"": 69}, {""val"": 256.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds004100.v1.1.3,21.0
